gene	aRRA	p_value	significant	# sgRNAs	# signif. sgRNAs	mean	std	cat
Pafah1b1__1	4.54368199274345e-05	0.0002	True	5	5	-4.370640986923786	1.102213813530562	Significant
Mrps2__1	4.550326407843142e-05	0.0002	True	4	3	-4.2578544568053145	0.9376186741547959	Significant
Mphosph10__1	4.5592714272409536e-05	0.0002	True	5	4	-2.90070217552846	1.1488336455323067	Significant
Rpl34__1	4.561431129902278e-05	0.0002	True	5	5	-4.505611828173251	0.4624675591974032	Significant
Rcc1__1	4.606272421366659e-05	0.0002	True	5	3	-3.6197435353927006	0.4672196079879637	Significant
Smc6__1	4.64864033021048e-05	0.0002	True	10	7	-1.6697209393978787	0.36120726900295413	Significant
Supt5h__1	4.649574709489828e-05	0.0002	True	5	5	-3.673414092283039	0.822478288348748	Significant
Mfap1__1	4.670799432184996e-05	0.0002	True	10	6	-1.3102003038787253	0.8086244826767158	Significant
Dap3__1	4.694780193543821e-05	0.0002	True	10	8	-1.7014902097278686	0.3668972530843493	Significant
Cenpo__1	4.7100619964775534e-05	0.0002	True	10	6	-1.360081505316276	0.20738162778690358	Significant
Tomm70__1	4.714086847909664e-05	0.0002	True	5	4	-2.766490245379721	0.24633429442006413	Significant
Pwp1__1	4.783806104103275e-05	0.0002	True	5	4	-3.0838340504762813	1.0669860279815941	Significant
Pikfyve__1	4.786854813385428e-05	0.0002	True	5	4	-2.617951851520414	0.4474909102895805	Significant
Ascc3__1	4.797536772555738e-05	0.0002	True	5	4	-2.4286360809961094	1.0357651078615033	Significant
Emc6__1	4.832344899786164e-05	0.0002	True	5	5	-2.6147412313247598	0.2745784310112206	Significant
Rabggtb__1	4.838733414947877e-05	0.0002	True	4	4	-4.74941186266841	0.9871858679977725	Significant
Polr1h__1	4.857703132563862e-05	0.0002	True	10	7	-1.5482331294092024	0.13665560547331207	Significant
Tcerg1__1	4.95622054718555e-05	0.0002	True	8	5	-1.6348863383800656	0.02738547833214353	Significant
Nfs1__1	4.965761829463259e-05	0.0002	True	5	5	-3.7056014269261883	1.1721691329319308	Significant
Kin__1	5.01021974470029e-05	0.0002	True	5	4	-3.0158143563244018	0.07933682026728825	Significant
Ykt6__1	5.082278823335891e-05	0.0002	True	5	5	-3.6793056451089474	0.30977140454614654	Significant
Nop58__1	5.113564920990411e-05	0.0002	True	5	4	-2.4062747864616263	0.5225837648909847	Significant
Utp23__1	5.119976411366839e-05	0.0002	True	5	4	-2.916703484632483	0.3411247682485568	Significant
Cmtr1__1	5.153544050958618e-05	0.0002	True	5	5	-2.1754276641282413	0.4295307143882263	Significant
Taf7__1	5.155347446852223e-05	0.0002	True	5	4	-4.005129922991511	0.11233724103481152	Significant
Thoc2__1	5.156167838362271e-05	0.0002	True	10	6	-1.4286426058529762	0.42551045454471503	Significant
Dhcr7__1	5.165851310122945e-05	0.0002	True	5	5	-2.039031703944012	0.6207875560628815	Significant
Shmt2__1	5.181885887113133e-05	0.0002	True	5	5	-2.291846386434241	0.5321600567453508	Significant
Mrpl21__1	5.2188582470624985e-05	0.0002	True	3	3	-4.146412136415768	0.5704042066919097	Significant
Ccnh__1	5.222767924533964e-05	0.0002	True	5	5	-2.9736799739023185	1.2134460263028914	Significant
Uba1__1	5.222767924533964e-05	0.0002	True	5	5	-3.5131135463381375	0.8266161350577663	Significant
Pex2__1	5.267660369669294e-05	0.0002	True	5	5	-2.3249135682637116	0.03743358911154978	Significant
Gars1__1	5.272389697255645e-05	0.0002	True	5	4	-3.2779816965180166	1.2337864431150622	Significant
Lcmt1__1	5.305306081160149e-05	0.0002	True	5	5	-2.2195174947012304	0.6173612021869201	Significant
Vhl__1	5.363130876207468e-05	0.0002	True	5	4	-2.9391178324610316	0.6582964922841071	Significant
Urb1__1	5.39641630545166e-05	0.0002	True	5	4	-2.383529689523937	0.9416562114715535	Significant
Clp1__1	5.422794923050048e-05	0.0002	True	10	9	-2.0360670572887636	0.10794509942334218	Significant
Mrpl35__1	5.429784691223979e-05	0.0002	True	5	5	-2.95676624660665	0.60731655631131	Significant
Uba3__1	5.441332506469753e-05	0.0002	True	5	5	-2.61134995931293	0.24341322813413502	Significant
Lipt2__1	5.447756443828211e-05	0.0002	True	5	5	-2.393259990323043	0.901773494521864	Significant
Pelo|Itga1	5.473560650066316e-05	0.0002	True	5	4	-3.174822439532848	0.8372858137635275	Significant
Mad2l1__1	5.483683592235614e-05	0.0002	True	5	4	-3.758772061433966	0.30112652436221415	Significant
Mcm6__1	5.492130097802404e-05	0.0002	True	5	4	-2.588340353788266	0.6992788030375008	Significant
Ints11__1	5.495438051525931e-05	0.0002	True	6	6	-2.301523136778098	1.1677088309980617	Significant
Dolk__1	5.49720268250769e-05	0.0002	True	5	4	-3.2417136823540336	0.7004278475086627	Significant
Ndufs2__1	5.5498253926544745e-05	0.0002	True	5	4	-3.3934983621395425	1.0073760250111496	Significant
Nelfa__1	5.555361210309928e-05	0.0002	True	10	7	-1.2118217595505305	0.10477623497253813	Significant
Cap1__1	5.5748955570663066e-05	0.0002	True	6	5	-2.162036305019122	0.2921348439287323	Significant
Zrsr2__1	5.581519866473201e-05	0.0002	True	10	7	-1.4076287790679567	0.420905971868986	Significant
Get4__1	5.584066946127906e-05	0.0002	True	5	5	-3.1771430471031272	0.014080848286977456	Significant
Khdc4__1	5.6062573199568864e-05	0.0002	True	5	4	-2.8159588306910184	0.25970885685101297	Significant
Wapl__1	5.620002351376896e-05	0.0002	True	5	4	-2.7330777379817124	0.3289391533375016	Significant
Smc1a__1	5.628744600020665e-05	0.0002	True	5	3	-3.768682175805614	0.8981144996603344	Significant
Preb__1	5.641992455705509e-05	0.0002	True	5	5	-2.1622993530420014	0.29960363477890306	Significant
Dcp2__1	5.642391913577628e-05	0.0002	True	6	4	-2.1597654481692787	0.33059971974602226	Significant
LOC100773524|LOC100763630|LOC100759534	5.64404075425376e-05	0.0002	True	4	4	-4.250610523607385	1.4487836992678542	Significant
Homer3|Ddx49	5.651021071877539e-05	0.0002	True	4	4	-4.451731590771269	1.1918788428996259	Significant
Slc25a26__1	5.662768873889197e-05	0.0002	True	10	8	-2.1657728388065856	0.3080615525710566	Significant
Prpf31__1	5.721755455845123e-05	0.0002	True	6	5	-2.1381394184885436	0.6528386442691736	Significant
Gbf1__1	5.721755455845123e-05	0.0002	True	5	5	-2.2625086680783637	0.38857820943211696	Significant
Tmx2__1	5.726452619572741e-05	0.0002	True	10	7	-1.6349150694884942	0.29930493661711216	Significant
Slc35a2__1	5.801992666035584e-05	0.0002	True	5	5	-3.548270674159897	0.49170643712880047	Significant
Rpl7__1	5.813278049783786e-05	0.0002	True	8	6	-2.3075803225357188	1.815092438881854	Significant
Mrpl57__1	5.8416086134305e-05	0.0002	True	5	4	-2.9664200491939385	0.3229379646032419	Significant
Cct2__1	5.860345379622719e-05	0.0002	True	5	5	-3.1933472319170026	1.0929758000316077	Significant
Nelfb__1	5.873059108146377e-05	0.0002	True	5	5	-3.2492306510037436	0.8156894118107246	Significant
Sfpq__1	5.936121255769659e-05	0.0002	True	5	5	-3.052996665994003	0.492485031804165	Significant
Gemin5__1	6.018851869326176e-05	0.0002	True	5	4	-2.2878032498280825	1.2239081900375244	Significant
Pak1ip1__1	6.026096950503906e-05	0.0002	True	5	4	-2.727072808239308	0.4320453640624509	Significant
Snrnp200__1	6.08184447173798e-05	0.0002	True	5	5	-3.4630719172333584	0.552590728670463	Significant
Vps53__1	6.229501747069117e-05	0.0002	True	5	5	-2.4361980650986226	0.2998165979489029	Significant
Eif2b1__1	6.246507682474086e-05	0.0002	True	5	4	-3.445393226345742	0.48330022524142074	Significant
Mtrr__1	6.254737508952674e-05	0.0002	True	5	3	-1.9749350026144812	1.1857254117894567	Significant
Atp13a3__1	6.28943403868576e-05	0.0002	True	5	4	-3.006894102967825	1.294225297303748	Significant
Rad50__1	6.30254238610341e-05	0.0002	True	5	4	-2.840955692897252	1.3972432203953808	Significant
LOC100760261__1	6.30860277780296e-05	0.0002	True	5	5	-2.562984375306703	0.5051672535573769	Significant
Mbtps1__1	6.316684081547326e-05	0.0002	True	5	5	-3.556444862846446	0.6716925704861937	Significant
Dpagt1__1	6.352302115688893e-05	0.0002	True	5	3	-1.979777026793442	1.569382758012402	Significant
Tsen34__1	6.410046016574363e-05	0.0002	True	5	4	-2.581282038832259	0.25720242282322087	Significant
Csnk1a1__1	6.431718214542772e-05	0.0002	True	5	3	-2.9994295400928057	0.6235171194683399	Significant
Tuba1a|Tuba1c|Tuba1b	6.453811803287293e-05	0.0002	True	4	4	-3.9079428405495347	0.5127003951886343	Significant
Ahcy__1	6.456026933918086e-05	0.0002	True	5	4	-4.088206238230688	1.2880182651987635	Significant
Gabpa__1	6.526611038702523e-05	0.0002	True	5	4	-2.5697467331156965	0.5194211971977206	Significant
LOC103159924__1	6.550739172892666e-05	0.0002	True	6	5	-2.0690686124939672	0.5043147345141472	Significant
Csnk2b__1	6.643621975431395e-05	0.0002	True	5	5	-1.9961993414947787	1.0388746114343106	Significant
Ints4__1	6.699524206448558e-05	0.0002	True	5	4	-3.332791659958254	0.5086212083231016	Significant
Mpdu1__1	6.704103363992952e-05	0.0002	True	5	5	-2.562666440726741	0.5418414906630323	Significant
Smg5__1	6.760440050119789e-05	0.0002	True	5	5	-2.1127165432699915	0.40258815022280964	Significant
B3gnt2__1	6.829467386713961e-05	0.0002	True	6	5	-2.0590352050808685	0.8429588185552319	Significant
Eif4a3__1	6.863855267765984e-05	0.0002	True	5	4	-3.643481278621057	0.5354637459391067	Significant
Mcm3ap__1	6.88974611196936e-05	0.0002	True	5	5	-2.1967167652562396	0.30932531446107453	Significant
Rae1__1	7.121408550949013e-05	0.0002	True	5	5	-3.9773504555730126	0.5803131043296897	Significant
Cwc22__1	7.156109612921327e-05	0.0002	True	5	4	-2.465203853963684	1.709720139692975	Significant
Mrps28__1	7.22853144179351e-05	0.0002	True	5	4	-3.277392489824789	1.2931713039094603	Significant
Flcn__1	7.390657101283612e-05	0.0002	True	10	7	-1.5980289968530745	0.09949487800129501	Significant
Ndrg1__1	7.441741546965146e-05	0.0002	True	5	5	-2.543765052740268	0.6784628188253433	Significant
LOC100757863__1	7.492616774239709e-05	0.0002	True	9	7	-1.6667611061388272	0.25259989565367197	Significant
Cope__1	7.504641268788559e-05	0.0002	True	5	5	-3.743979812336229	1.2257657415916552	Significant
LOC100766032__1	7.512949111561257e-05	0.0002	True	5	5	-3.231059232721439	0.5895342010977364	Significant
Rpusd4__1	7.566627151751202e-05	0.0002	True	5	4	-2.4648676031245267	0.32295257122830695	Significant
Acly__1	7.603143554021498e-05	0.0002	True	5	5	-2.6768781073264116	0.21346490425909354	Significant
Hbs1l__1	7.626756955383001e-05	0.0002	True	14	9	-0.9829281715466218	0.17897649983653413	Significant
LOC100753603__1	7.63171665833132e-05	0.0002	True	5	5	-3.344281228410745	1.5048357522781286	Significant
Znf146|Tbcb	7.635644611216929e-05	0.0002	True	5	4	-2.524756850029624	1.3397977836181978	Significant
Slc39a14__1	7.650250866764963e-05	0.0002	True	5	5	-2.030385873571932	0.5325438265995982	Significant
Tfb2m__1	7.672501604345843e-05	0.0002	True	5	4	-2.7815415152246468	0.6533587346095461	Significant
Nop14__1	7.675403665078074e-05	0.0002	True	5	5	-3.264437530607898	0.6755439208832789	Significant
Dohh__1	7.718214861266138e-05	0.0002	True	5	4	-2.521431598155869	0.7054996701020124	Significant
Polr2d__1	7.742241264548484e-05	0.0002	True	5	4	-2.6795612222737146	0.3043155885670379	Significant
Fau__1	7.751598744129382e-05	0.0002	True	6	6	-1.9431899125403511	0.3851860898584483	Significant
Fdps__1	7.82197261215874e-05	0.0002	True	5	5	-3.042722589792425	1.2843802515089404	Significant
Snrpd2__1	7.837581168494515e-05	0.0002	True	5	5	-2.577714567031248	0.3244697834737385	Significant
Cnot10__1	7.866990418310883e-05	0.0002	True	5	5	-3.0514868727309983	1.0502300707685555	Significant
Hgs__1	7.920466633337892e-05	0.0002	True	5	5	-2.4002248460339564	0.3608924742206208	Significant
Ppie__1	7.920466633337892e-05	0.0002	True	5	5	-2.656532767973337	0.8967741582916908	Significant
Hars2__1	8.014737805576701e-05	0.0002	True	5	4	-2.7815205922616846	0.6648171875634086	Significant
Oip5__1	8.01626222800262e-05	0.0002	True	5	5	-3.5788680654284097	1.180820604248627	Significant
Prpf3__1	8.090104808404298e-05	0.0002	True	5	5	-2.0295388151848655	0.28836499040253255	Significant
Mms19__1	8.131508099106378e-05	0.0002	True	10	7	-1.8096443273291687	0.3020663220438257	Significant
Mios__1	8.13429360866613e-05	0.0002	True	5	5	-2.5874190142367257	0.3162223174538044	Significant
Rpsa__1	8.176896310158806e-05	0.0002	True	6	5	-2.6735646639643953	0.6284662560908058	Significant
Smc2__1	8.177548754246718e-05	0.0002	True	5	4	-2.240354415493617	0.38403798199769995	Significant
Sptlc1__1	8.232366290286046e-05	0.0002	True	5	4	-2.8443691189860596	0.5117568750205145	Significant
Mrpl28__1	8.280590101240675e-05	0.0002	True	5	5	-3.0362427033503403	1.1058709584478474	Significant
Pfdn6__1	8.295131184213058e-05	0.0002	True	5	4	-3.9705613593507874	1.211305399953529	Significant
Suds3__1	8.32434072175912e-05	0.0002	True	5	4	-2.5796379334201585	0.13935531387303693	Significant
Kmt5a__1	8.335891475525334e-05	0.0002	True	5	4	-2.935803126349342	0.4039974864630508	Significant
Ccdc12__1	8.435724874745001e-05	0.0002	True	5	4	-2.445120897276583	0.5103850820197732	Significant
Ddx19b__1	8.476333333635734e-05	0.0002	True	13	7	-1.0689228673115698	0.17278167933045877	Significant
Cdc23__1	8.495554070310973e-05	0.0002	True	5	3	-3.5711587458911063	1.2197991541312112	Significant
Ak6|Taf9	8.570186711578733e-05	0.0002	True	6	6	-2.0342652410863784	1.1069619628928133	Significant
Ticrr__1	8.646252413297814e-05	0.0002	True	5	5	-2.8886047035542206	1.2483574146388696	Significant
Rpl14__1	8.702353404688494e-05	0.0002	True	5	4	-2.776697798759359	0.9718230365722905	Significant
Eprs1__1	8.724657332381518e-05	0.0002	True	5	5	-2.373732893815557	0.6134274087451816	Significant
Ptpn23__1	8.74153214810284e-05	0.0002	True	5	5	-2.953787961281944	1.0032342948681854	Significant
Polrmt__1	8.74153214810284e-05	0.0002	True	5	5	-2.4101350288592296	0.7166810352922889	Significant
Fam50a__1	8.754989662672366e-05	0.0002	True	5	4	-2.698836830522646	1.3537358781740105	Significant
Nuf2__1	8.78380079312936e-05	0.0002	True	5	4	-2.6910889980587847	0.47665227457095716	Significant
Nubp2__1	8.942350078503227e-05	0.0002	True	5	5	-3.3153753457449913	0.483282084565683	Significant
Ddx46__1	9.026667744663184e-05	0.0002	True	5	4	-2.251008200351552	0.32622420397517055	Significant
Taf6l__1	9.07830301707383e-05	0.0002	True	5	4	-2.415392023275793	0.47588783107452237	Significant
Tefm__1	9.145016357288092e-05	0.0002	True	5	4	-2.2726199658414927	0.45375307238666157	Significant
Pgk1__1	9.2110304545218e-05	0.0002	True	5	5	-2.1553488898232023	0.4752184756949678	Significant
Gclc__1	9.232573508338822e-05	0.0002	True	5	5	-3.660534481568487	0.7808761195719345	Significant
Cops5__1	9.307337553116264e-05	0.0002	True	5	3	-2.216066826165128	0.8986547655224117	Significant
Pik3c3__1	9.35996349920418e-05	0.0002	True	5	4	-2.678956563081988	0.7650038617262851	Significant
Polr3h__1	9.416326107405616e-05	0.0002	True	5	5	-2.8140098015161987	0.6682742145902117	Significant
Nup88__1	9.47221866868306e-05	0.0002	True	5	5	-2.543029425297909	0.3656378972070426	Significant
Lsm10__1	9.500512123147412e-05	0.0002	True	10	6	-1.6249679232838767	0.21093088854679923	Significant
Mms22l__1	9.562187498560448e-05	0.0002	True	8	6	-2.141628591715829	0.2997880078001525	Significant
LOC100751499__1	9.594078526865555e-05	0.0002	True	5	4	-2.574399028723696	0.8235624594820266	Significant
Fh__1	9.637432484364255e-05	0.0002	True	5	5	-3.2472102281733024	0.29905598980705883	Significant
Mrpl23__1	9.650707181984182e-05	0.0002	True	5	4	-2.681445279825599	0.7356254197660653	Significant
Eif5a__1	9.676530184970472e-05	0.0002	True	5	4	-2.531123100371626	0.038266532593039894	Significant
Med28__1	9.712769407715104e-05	0.0002	True	5	4	-2.196796195296416	0.29620211366736465	Significant
Nup160__1	9.739298571798074e-05	0.0002	True	5	5	-2.8498269651608017	0.3715739508767135	Significant
Znf207__1	9.755076267518346e-05	0.0002	True	5	3	-2.2742035985840805	0.6440075187960966	Significant
LOC100773644__1	9.782833134674452e-05	0.0002	True	9	6	-1.8536080758409752	0.5125253201122929	Significant
Exoc4__1	9.89630268149128e-05	0.0002	True	12	7	-1.5487503816689958	0.3494203036524627	Significant
Nutf2__1	9.92448049719823e-05	0.0002	True	6	3	-1.7074859070032775	0.39368424225435394	Significant
Cops3__1	9.993558473007096e-05	0.0002	True	5	5	-2.6107837415840747	0.20095441641530895	Significant
Stn1__1	0.000100165533056	0.0002	True	5	5	-2.53047144299831	1.5368839691443676	Significant
Pds5a__1	0.0001006057006612	0.0002	True	5	5	-1.6612845624054193	0.8630980488705724	Significant
Cnot11__1	0.0001008078619617	0.0002	True	5	4	-2.433516318083444	0.5318814236604563	Significant
Polr3d__1	0.000100963159004	0.0002	True	5	5	-3.6718379024930408	1.1747215334707473	Significant
Fip1l1__1	0.0001009678849931	0.0002	True	5	4	-1.8555217902880987	0.8994058820096369	Significant
Clspn__1	0.0001018718553848	0.0002	True	5	5	-2.239310392838728	0.45949671236991085	Significant
Eral1__1	0.0001018782838216	0.0002	True	5	4	-3.311181011162813	1.0073441179491747	Significant
Ndufv1__1	0.0001033222080982	0.0002	True	5	5	-2.6616565994359984	0.5868591143351338	Significant
Junb__1	0.0001042358682877	0.0002	True	5	4	-2.6881242674260024	0.2454269821392187	Significant
Gpn3__1	0.0001054161053295	0.0002	True	5	4	-2.2716486671961493	0.5827328826381417	Significant
Mdn1__1	0.0001061770425466	0.0002	True	10	5	-1.7320461668375042	0.7960828389474806	Significant
Ect2__1	0.0001063286439261	0.0002	True	5	4	-2.974025551432108	0.6395368649414569	Significant
Mrpl11__1	0.0001066633752401	0.0002	True	5	3	-3.007552194930174	0.7767467196857566	Significant
Bccip__1	0.0001073075691876	0.0002	True	5	5	-3.228355404147868	0.9488754720072121	Significant
Ncln__1	0.0001073739121721	0.0002	True	5	5	-1.7788235129125756	0.13636261543267966	Significant
Cdca5__1	0.0001075545625699	0.0002	True	5	4	-2.0943992915302445	0.30821097365342726	Significant
Tmem199__1	0.0001076617777231	0.0002	True	5	5	-2.429240163843952	0.693601226503796	Significant
LOC100756805__1	0.0001078565770828	0.0002	True	4	4	-3.558257581056819	0.5674789357930434	Significant
Vps29__1	0.0001081437275538	0.0002	True	9	6	-1.9348894866600783	0.34608285521823023	Significant
Pmpca__1	0.0001081948437427	0.0002	True	5	5	-3.3298345609436866	0.5997302502225722	Significant
Ndufb6__1	0.0001082043297847	0.0002	True	5	5	-2.9895192299428	0.45426727001269657	Significant
Spata5l1__1	0.0001084610350671	0.0002	True	5	3	-3.5470818972154348	0.8820103522391516	Significant
C1H12orf45__1	0.0001089887442211	0.0002	True	5	4	-2.33183623893667	0.32419254674678954	Significant
Gemin4__1	0.0001091551998418	0.0002	True	5	5	-2.6297559706654163	0.7916623050739594	Significant
Exosc10__1	0.0001092243996748	0.0002	True	5	4	-2.9831148128784717	0.5265661589953039	Significant
Ncapg2__1	0.0001106085746055	0.0002	True	5	4	-3.1643940976290557	0.38360448391831264	Significant
Keap1__1	0.0001110378302365	0.0002	True	6	4	-1.7478495464378248	0.256917527928059	Significant
Vrk1__1	0.0001124440015383	0.0002	True	5	5	-2.620856099735614	0.7957349106701617	Significant
Rmi1__1	0.0001127656900686	0.0002	True	10	5	-1.2092785045358998	0.19636137017989963	Significant
Copb2__1	0.0001128807570897	0.0002	True	5	5	-2.5482706741598977	0.19335288117703903	Significant
Racgap1__1	0.0001143311303141	0.0002	True	5	5	-2.458095646621359	0.6226701071048426	Significant
Psmd12__1	0.0001145756840233	0.0002	True	5	4	-1.9388316156386678	0.6897564526957374	Significant
Pkm__1	0.000114987007304	0.0002	True	5	4	-2.1654804161157117	0.5111715942947394	Significant
Cars1__1	0.0001152487049495	0.0002	True	5	5	-4.3815105338599	0.9386801185778881	Significant
Dbr1__1	0.0001152487049495	0.0002	True	5	5	-2.6984215958152773	1.5582289154758568	Significant
Rpl37a__1	0.0001154701237524	0.0002	True	6	6	-2.4353714642870035	0.49822084670011235	Significant
Mnat1__1	0.0001155298792271	0.0002	True	10	5	-1.28645703768331	0.21998364680127577	Significant
C5H1orf112__1	0.0001159291486057	0.0002	True	5	5	-3.089846069876409	0.7001885485386508	Significant
Vps26a__1	0.0001159371926918	0.0002	True	14	7	-0.7910878221455366	0.23009437333554242	Significant
Orc1__1	0.0001160467906124	0.0002	True	5	5	-2.3379403557958756	0.6388527463923064	Significant
Pola1__1	0.0001160467906124	0.0002	True	5	5	-2.9489726119011745	1.0407513902727807	Significant
Gps1__1	0.0001162352164555	0.0002	True	5	5	-1.8486633193581181	0.6310168384893639	Significant
Tbl3__1	0.0001162352164555	0.0002	True	5	5	-1.9463348796840083	0.6404690154684672	Significant
Mrps18a__3	0.0001166433851218	0.0002	True	5	4	-2.59849270529369	0.49357322446190927	Significant
Icmt__1	0.0001179182451587	0.0002	True	5	5	-2.4311474257744625	0.26362482010335847	Significant
Qars1__1	0.0001183777183524	0.0002	True	5	4	-2.493803283868895	0.10406043675163655	Significant
Mtbp__1	0.0001192204245047	0.0002	True	5	4	-2.5454629938603968	0.7678296905188661	Significant
Cdk6__1	0.00011976547986	0.0002	True	5	5	-2.5154576365626133	1.1607196572716776	Significant
Zw10__1	0.0001197972535156	0.0002	True	5	4	-2.3106536557267443	0.8320804353148848	Significant
Med30__1	0.0001207117174706	0.0002	True	5	5	-2.8060844011646977	0.675384803457337	Significant
Tma16__1	0.000122174436454	0.0002	True	5	5	-2.378317195119232	0.32520028927606026	Significant
Ebp__1	0.0001223953698594	0.0002	True	5	3	-2.7285978460951967	0.7372142737567767	Significant
Rpl27__1	0.0001229527682215	0.0002	True	5	4	-3.0842920037199426	0.15829969548737968	Significant
Psma7__1	0.0001230765565512	0.0002	True	5	4	-2.2576405585879797	0.17769340934585937	Significant
Coq3__1	0.0001239506281506	0.0002	True	5	5	-2.341401650381942	0.9798284395897813	Significant
Vcp__1	0.0001253257314349	0.0002	True	5	4	-3.764468893399007	0.6903911202284486	Significant
Uros__1	0.0001253580139972	0.0002	True	5	3	-3.1394728408694488	0.9691166289678276	Significant
Psmd8__1	0.0001255590452234	0.0002	True	5	4	-3.6596338381290323	0.9306541579327886	Significant
LOC100771607__1	0.0001255968945054	0.0002	True	5	5	-3.107139138292083	0.7799044172788027	Significant
Nle1__1	0.0001272859493012	0.0002	True	5	5	-2.0700680655501147	0.24790385147123278	Significant
Med21__1	0.0001283286848559	0.0002	True	5	4	-3.2256301510502126	0.9108354117659084	Significant
LOC100756398__1	0.000129432883716	0.0002	True	5	3	-2.918708949394638	1.3657741992406163	Significant
Sumo2__1	0.0001296756194098	0.0002	True	5	4	-2.5637116243554403	0.2629180847571819	Significant
Exosc4|Oplah	0.0001296756194098	0.0002	True	5	4	-3.1561488764386123	0.3114907602649089	Significant
Midn__1	0.0001300726046318	0.0002	True	5	5	-2.597188298087047	0.28927932530561995	Significant
Ncbp1__1	0.000130708950498	0.0002	True	5	4	-1.893545498336834	0.3925505007046137	Significant
Cops8__1	0.0001310006843018	0.0002	True	5	4	-2.530841114050343	0.3074081707387582	Significant
Srrd__1	0.0001313144271147	0.0002	True	9	5	-1.2893674831318185	0.4524291190961796	Significant
Wdr1__3	0.0001313254054308	0.0002	True	4	4	-3.4692410842448274	0.2767337894320561	Significant
Thap11__1	0.0001317158672194	0.0002	True	5	4	-2.378050175734783	1.4866770193007517	Significant
Ufc1__1	0.000132044309115	0.0002	True	5	5	-2.202098080726084	0.6694444946474262	Significant
Spcs2__1	0.0001326625774881	0.0003	True	5	3	-2.0374592203006254	0.7923923431683061	Significant
Dmap1__1	0.0001328269047921	0.0003	True	5	4	-2.0807603972768702	0.8311218840069202	Significant
Atg9a__1	0.0001330893436448	0.0003	True	5	4	-1.7195187818307032	0.8171457389462028	Significant
Thg1l__1	0.0001356830449129	0.0003	True	4	3	-3.8302986962468815	0.6437519793133508	Significant
Mcm8__1	0.000135760130147	0.0003	True	16	8	-0.5395464719828453	0.16448954487264297	Significant
Ddb1__1	0.0001358652655648	0.0003	True	5	4	-3.6276268957103994	1.0968240842190207	Significant
Snrnp25__1	0.000135872421521	0.0003	True	5	5	-2.6601659730982625	0.6871103006822671	Significant
Eif3m__1	0.0001389695277079	0.0003	True	5	5	-3.2896447255562107	0.28975551231144936	Significant
Mmp23b__1	0.0001411882807641	0.0003	True	9	7	-0.9986694823577277	0.28110579857315854	Significant
Mcm3__1	0.0001413166065677	0.0003	True	5	4	-3.690847146364579	0.556585686922764	Significant
Ctcf__1	0.0001417527561075	0.0003	True	5	3	-3.0804324021508043	0.3024953233610555	Significant
Heatr1__1	0.0001425104047702	0.0003	True	5	3	-2.874117916395116	0.6350816575468514	Significant
Wdr7__1	0.0001426807788392	0.0003	True	5	5	-2.0359010375496163	0.15084071079513003	Significant
Ebna1bp2__1	0.0001438155034334	0.0003	True	5	3	-2.870503800215372	0.9559171013371028	Significant
LOC100773928|LOC100769603	0.0001453383807459	0.0003	True	6	5	-2.2653205653678525	0.2714196626209178	Significant
Nol6__1	0.0001455113224067	0.0003	True	5	4	-3.5160904791966163	0.2649603193978289	Significant
Myc__1	0.0001459394427225	0.0003	True	5	4	-2.9772686097288528	0.1271373794203597	Significant
Ddx52__1	0.0001472648664942	0.0003	True	5	5	-2.662603783273437	1.1099221845329952	Significant
Ddx18__1	0.0001474934792414	0.0003	True	5	4	-2.853892350083982	0.4713211548683127	Significant
Nus1__1	0.000147749665209	0.0003	True	5	5	-1.766005953745868	0.16637240392356448	Significant
Tm2d2__1	0.0001489884238351	0.0003	True	5	4	-2.548270674159897	0.7460311748182701	Significant
Rpl10a__1	0.0001489884238351	0.0003	True	5	4	-3.802123868720516	0.751095980433653	Significant
Psmg4__1	0.0001496325810971	0.0003	True	5	4	-2.7979083691877213	0.5038623434729247	Significant
LOC103159087__1	0.0001499781438683	0.0003	True	10	6	-1.3499900578087494	0.26964049117150524	Significant
Cbfb__1	0.0001499913475395	0.0003	True	5	4	-2.070242772577511	0.44886239067871775	Significant
Hars1__1	0.0001500491071573	0.0003	True	5	5	-2.5723202161471708	0.3172397104408054	Significant
Nxt1__1	0.0001504019996468	0.0003	True	5	5	-2.683805656850519	1.5794993859657211	Significant
Znf131__1	0.0001517737093081	0.0003	True	5	5	-3.091915606605256	0.6563914174877109	Significant
Wdr5__1	0.0001519398473695	0.0003	True	5	4	-2.4166119389067666	0.4999525836880393	Significant
Slc33a1__1	0.0001529212670638	0.0003	True	10	7	-1.1970085354718707	0.6839894469235634	Significant
Cct7__1	0.0001532493524926	0.0003	True	5	4	-3.2214214001712054	1.125095971992321	Significant
Xab2__1	0.0001532493524926	0.0003	True	5	4	-2.643164436235018	0.5527098061157028	Significant
Pex16__1	0.0001533446151948	0.0003	True	10	7	-1.2921747123651797	0.22386281430898752	Significant
Tmem70__1	0.0001538738706704	0.0003	True	5	5	-1.9875760451626943	0.31801661867761555	Significant
Cs__1	0.0001538738706704	0.0003	True	5	5	-2.0136517465013486	0.3593386723045732	Significant
Exoc7__1	0.000154287287602	0.0003	True	5	5	-3.0387645477399494	0.8574409378886034	Significant
Puf60__1	0.0001544055697856	0.0003	True	5	5	-2.627833603220343	0.9447037694752475	Significant
